SERIALNUMBER,SOCS1REPAIRCODE,SOCS2COMPONENTCODE,SOCS3DEFECT_CODE,NR_INTERVENTION
999999999,Part Replaced,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
371137701651,Part Replaced,MAGNETRON,"Bad contact, connection",1
151714003728,Electrical alignment / wiring / Resolder,POWER BOARD,Short circuit,1
701120369,Part Replaced,PILOT LIGHT / LED,Burnt,1
391606145268,Functional check,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
703220126,Product exchange proposal,FRAME,"Scratched, dented, sharp edges",1
371412010808,Part Replaced,POWER BOARD,Worn out (or general mechanical defect),1
606230161,Part Replaced,DOOR,"Cut, broken, split, torn",1
151651000433,Mechanical alignments,CERAMIC / MICA / ASBESTOS-COVER,"Snapped, stuck, jammed",1
704180469,Product Installation,NEW APPLIANCE,"Electrically misaligned, wrong setting",1
505150551,Part Replaced,POWER BOARD,"Cut, broken, split, torn",1
151648007434,Part Replaced,"MOTOR-FAN, COOLING",Noisy,1
371221702482,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
151709002290,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
371322700283,Part Replaced,DOOR-GLASS,"Dirty, clogged",1
151702001654,Part Replaced,USER BOARD,"Misoperating (component, module)",1
151645005062,Part Replaced,USER BOARD,"Cut, broken, split, torn",1
371334002330,Functional check,NEW APPLIANCE,No problem found,1
810290182,Part Replaced,HEATING ELEMENT (GENERIC/FORCED AIR/DEFR,Faulty mains voltage,1
701100409,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
508031118,Part Replaced,INTERFERENCE-FILTER,Burnt,1
410200001,Part Replaced,DOOR,"Paint, colour mismatch",1
151635007570,Part Replaced,SUPPORT/BRACKET,"Blocked, clogged",1
503090155,Product exchange proposal,USER BOARD,"Electrically misaligned, wrong setting",1
703100159,Product Installation,NEW APPLIANCE,No problem found,1
151648007434,Part Replaced,CABINET,"Scratched, dented, sharp edges",1
703221078,Product Installation,NEW APPLIANCE,No problem found,1
421410015690,Part Replaced,OTHERS ELECTRICAL,Mechanically misaligned,1
151635003982,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
610101428,Part Replaced,CABINET,"Misoperating (component, module)",1
999999999,Product Installation,INSTRUCTION FOR USE,No problem found,1
151634009041,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Burnt,1
151650002957,Mechanical alignments,VENTILATION-GRID,Unstable,1
703080042,Repaired component,HOOK / DOOR-LATCH,"Misoperating (component, module)",1
371113700359,Part Replaced,IGNITION - SWITCH,"Snapped, stuck, jammed",1
309050025,Product Installation,OTHERS MECHANICAL,No problem found,1
151634002340,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151624006287,Part Replaced,"PANEL, FRONT",Worn out (or general mechanical defect),1
371416009854,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
703221170,Mechanical alignments,DOOR / LID,"Misoperating (component, module)",1
151626001046,Lubrication,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
151708005698,Product exchange proposal,WIRING,"Incorrect wired, assembled",1
705110764,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
221638000000,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151707001782,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
604050451,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
704107181,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151635003937,Product Installation,NEW APPLIANCE,No problem found,1
609100515,Product exchange proposal,HOOK / DOOR-LATCH,"Cut, broken, split, torn",1
604050004,Product Installation,PERFORMANCE COMPLAINT,No problem found,1
612121456,Product exchange proposal,NEW APPLIANCE,No problem found,1
702120261,Product Installation,NEW APPLIANCE,No problem found,1
151510003367,Part Replaced,CERAMIC / MICA / ASBESTOS-COVER,Worn out (or general mechanical defect),1
701120445,Product exchange proposal,MAGNETRON,Worn out (or general mechanical defect),1
151708005868,Electrical alignment / wiring / Resolder,WIRING,"Cut, broken, split, torn",1
151719006828,Part Replaced,"PANEL, FRONT","Scratched, dented, sharp edges",1
151545008068,Preventive action,WIRING,"Incorrect wired, assembled",1
412260070,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
151717005889,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
371031701494,Part Replaced,MAIN MOTOR,Worn out (or general mechanical defect),1
999999999,Part Replaced,DOOR,Installation fault,1
151627002984,Part Replaced,IGNITION - SWITCH,Worn out (or general mechanical defect),1
221604000008,Product Installation,NEW APPLIANCE,No problem found,1
701120504,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
421036000021,Part Replaced,POWER BOARD,"Electrically misaligned, wrong setting",1
151540000638,Product Installation,NEW APPLIANCE,Installation fault,1
703221178,Functional check,DOOR LOCK,"Scratched, dented, sharp edges",1
151634004846,Mechanical alignments,"MOTOR-FAN, COOLING",Vibrating,1
151543005033,Mechanical alignments,CONTROL PANEL,"Loose, off, stripped",1
3109210,Part Replaced,DOOR,"Misoperating (component, module)",1
151629005369,Product Installation,INSTALLATION PROBLEM,Installation fault,1
221615000006,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151547008457,Product exchange proposal,DOOR RACK / SHELF / LID / HOLDER,Unable to diagnose fault,1
999999999,Electrical alignment / wiring / Resolder,POWER BOARD,"Incorrect wired, assembled",1
999999999,Electrical alignment / wiring / Resolder,POWER BOARD,"Incorrect wired, assembled",1
611081253,Repaired component,CLIP / CLAMP / HOLDERS,"Loose, off, stripped",1
371126701259,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151647002865,Part Replaced,OTHERS ELECTRICAL,Burnt,1
151706001090,Mechanical alignments,MAINS ON / OFF-SWITCH,"Loose, off, stripped",1
151718004944,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
703204419,Repaired component,DOOR,"Misoperating (component, module)",1
151614005528,Electrical alignment / wiring / Resolder,MICROSWITCH,"Bad contact, connection",1
151540000633,Repaired component,DOOR,Mechanically misaligned,1
151703003071,Mechanical alignments,"CAP, PUSHBUTTON","Misoperating (component, module)",1
421551008828,Repaired component,WIRING,"Incorrect wired, assembled",1
151714003734,Mechanical alignments,POWER BOARD,"Misoperating (component, module)",1
703080424,Repaired component,HEATING ELEMENT (GENERIC/FORCED AIR/DEFR,"Loose, off, stripped",1
151623001816,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151612000083,Preventive action,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
151626002472,Product Installation,NEW APPLIANCE,No problem found,1
221620000002,Product Installation,CABINET,"Scratched, dented, sharp edges",1
151722005205,Product exchange proposal,USER BOARD,"Incorrect wired, assembled",1
409060060,Product exchange proposal,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
107213141,Functional check,TERMINAL-BOX / BLOCK,"Misoperating (component, module)",1
371207302791,Part Replaced,POWER BOARD,Burnt,1
151718003298,Mechanical alignments,IGNITION - SWITCH,"Loose, off, stripped",1
702079456,Part Replaced,POTENTIOMETER,"Incorrect wired, assembled",1
151504005890,Electrical alignment / wiring / Resolder,HEATING ELEMENT (GENERIC/FORCED AIR/DEFR,"Incorrect wired, assembled",1
151540002336,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
371104701772,Product Installation,NEW APPLIANCE,No problem found,1
1516420010,Explanation for customer  (IFU),INSTRUCTION FOR USE,Unable to diagnose fault,1
151634004650,Part Replaced,NEW APPLIANCE,"Misoperating (component, module)",1
221303033740,Part Replaced,FUSE,"Blocked, clogged",1
502106543,Repaired component,DOOR LOCK,"Incorrect wired, assembled",1
503030279,Repaired component,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
703100306,Product Installation,NEW APPLIANCE,No problem found,1
221620000006,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151722000387,Functional check,DOOR LOCK,"Misoperating (component, module)",1
705022589,Removed,CONTROL PANEL,"Dirty, clogged",1
702039094,Mechanical alignments,USER BOARD,"Bad contact, connection",1
381615017411,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
609145596,Part Replaced,MAGNETRON,Open circuit,1
410150001,Part Replaced,OTHERS ELECTRICAL,Short circuit,1
151618003673,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,Software problem,1
371325700234,Part Replaced,ACCESSORIES,"Misoperating (component, module)",1
421701002909,Part Replaced,ACCESSORIES,Unable to diagnose fault,1
511120112,Product Installation,NEW APPLIANCE,No problem found,1
611042643,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151712002153,Explanation for customer  (IFU),MAGNETRON,No problem found,1
151722005190,Software correction / upgrade / reset,DISPLAY,Software problem,1
151543004988,Product Installation,NEW APPLIANCE,"Misoperating (component, module)",1
151641008823,Part Replaced,CONTROL PANEL,"Misoperating (component, module)",1
151644002559,Mechanical alignments,"MOTOR-FAN, CIRCULATION",Noisy,1
371417011432,Part Replaced,DOOR,"Cut, broken, split, torn",1
151705006197,Part Replaced,TRANSFORMER,"Electrically misaligned, wrong setting",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151704006698,Functional check,PERFORMANCE COMPLAINT,"Electrically misaligned, wrong setting",1
410306015135,Preventive action,INSTRUCTION FOR USE,No problem found,1
151447004663,Functional check,HEATING ELEMENT (GENERIC/FORCED AIR/DEFR,"Too cold, low temperature",1
370738100011,Electrical alignment / wiring / Resolder,USER BOARD,Short circuit,1
151540005452,Part Replaced,TRANSFORMER,Noisy,1
151603005696,Repaired component,POWER BOARD,"Electrically misaligned, wrong setting",1
151719006386,Part Replaced,NEW APPLIANCE,No problem found,1
221707000001,Product Installation,NEW APPLIANCE,No problem found,1
608181017,Product Installation,OTHERS MECHANICAL,No problem found,1
999999999,Repaired component,CROSSMEMBER / CROSSBAR,"Scratched, dented, sharp edges",1
202091206,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
999999999,Product Installation,OTHERS MECHANICAL,No problem found,1
609280263,Product Installation,NEW APPLIANCE,No problem found,1
151537007165,Repaired component,DOOR / LID-SEAL / GASKET,"Loose, off, stripped",1
371208701382,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
611250060,Mechanical alignments,WIRING,Mechanically misaligned,1
999999999,Mechanical alignments,INSTRUCTION FOR USE,No problem found,1
703080137,Mechanical alignments,"CAP, PUSHBUTTON","Loose, off, stripped",1
151638004738,Part Replaced,DOOR / LID,"Scratched, dented, sharp edges",1
151706201224,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371416300203,Product Installation,NEW APPLIANCE,No problem found,1
609100515,Product Installation,CABINET,"Scratched, dented, sharp edges",1
151722006321,Part Replaced,DOOR,Deformed,1
151724000915,Mechanical alignments,"CAP, PUSHBUTTON",Tight,1
703221072,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
701100551,Product Installation,NEW APPLIANCE,Mechanically misaligned,1
702099046,Mechanical alignments,WIRING,"Loose, off, stripped",1
371337005077,Explanation for customer  (IFU),INSTRUCTION FOR USE,Unable to diagnose fault,1
371009303820,Part Replaced,MAGNETRON,Burnt,1
601120189,Mechanical alignments,DOOR LOCK,"Loose, off, stripped",1
151610000192,Electrical alignment / wiring / Resolder,CONNECTOR / PLUG,"Bad contact, connection",1
151641005673,Part Replaced,CONTROL BOARD / SENSOR BOARD,Software problem,1
370922701998,Part Replaced,"CAP, PUSHBUTTON","Cut, broken, split, torn",1
702120012,Product Installation,INSTALLATION PROBLEM,"Misoperating (component, module)",1
151641006690,Product exchange proposal,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
371009303820,Part Replaced,MAGNETRON,Noisy,1
151722004972,Repaired component,FOOT / SPACER,"Incorrect wired, assembled",1
703220881,Product Installation,NEW APPLIANCE,No problem found,1
151712007723,Functional check,NEW APPLIANCE,No problem found,1
151540002351,Part Replaced,DOOR LOCK,"Misoperating (component, module)",1
151707002654,Part Replaced,USER BOARD,"Cut, broken, split, torn",1
370706700892,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
371212303101,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
702130816,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
151722001505,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151703003052,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
702040735,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
371119301182,Part Replaced,CONTROL BOARD / SENSOR BOARD,Short circuit,1
603110283,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
703295452,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
604161142,Part Replaced,USER BOARD,"Bad contact, connection",1
601261236,Repaired component,"PANEL, FRONT",Mechanically misaligned,1
151508003724,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
999999999,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
701110196,Part Replaced,TURNTABLE MOTOR,Burnt,1
701100092,Part Replaced,HANDLE,Installation fault,1
405130291,Part Replaced,OTHERS MECHANICAL,Software problem,1
151606009130,Part Replaced,USER BOARD,"Scratched, dented, sharp edges",1
371512702841,Product Installation,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151715001307,Product exchange proposal,DOOR,Worn out (or general mechanical defect),1
999999999,Part Replaced,CERAMIC / MICA / ASBESTOS-COVER,Burnt,1
611250434,Part Replaced,DOOR,"Cut, broken, split, torn",1
607129313,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
999999999,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
371335004999,Product exchange proposal,USER BOARD,"Electrically misaligned, wrong setting",1
702120584,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
221416000003,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
611250680,Product Installation,NEW APPLIANCE,"Misoperating (component, module)",1
151705001879,Part Replaced,DISPLAY,"Misoperating (component, module)",1
151511007866,Part Replaced,"MOTOR-FAN, CIRCULATION",Noisy,1
370611700791,Part Replaced,MAGNETRON,"Cut, broken, split, torn",1
151705006472,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371105700362,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
6150006,Part Replaced,DOOR / LID-SEAL / GASKET,Deformed,1
410160039,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
704180743,Part Replaced,"FRAME, DOOR-GLASS (OUTER)","Scratched, dented, sharp edges",1
151520007466,Mechanical alignments,PERFORMANCE COMPLAINT,Noisy,1
704180665,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
603020396,Product exchange proposal,CROSSMEMBER / CROSSBAR,"Scratched, dented, sharp edges",1
371414003439,Part Replaced,"PANEL, FRONT",Deformed,1
151511007860,Mechanical alignments,USER BOARD,"Bad contact, connection",1
508030095,Product Installation,NEW APPLIANCE,No problem found,1
508030482,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
702120562,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
151630001768,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Blocked, clogged",1
371118701373,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151702003935,Part Replaced,POWER BOARD,"Incorrect wired, assembled",1
701100064,Product exchange proposal,USER BOARD,"Misoperating (component, module)",1
507080925,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Open circuit,1
151602009126,Mechanical alignments,MICROSWITCH,"Loose, off, stripped",1
371208303659,Part Replaced,POWER BOARD,Burnt,1
999999999,Mechanical alignments,DISPLAY,Mechanically misaligned,1
705252383,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
702069419,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
605180585,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371001700182,Part Replaced,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
371224394646,Repaired component,DOOR LOCK,"Blocked, clogged",1
203070017,Product exchange proposal,DOOR,"Cut, broken, split, torn",1
221603000005,Functional check,GENERATOR,"Misoperating (component, module)",1
606230096,Product Installation,NEW APPLIANCE,No problem found,1
221713800006,Product exchange proposal,DOOR / LID,Unable to diagnose fault,1
151702002916,Product Installation,NEW APPLIANCE,No problem found,1
151725000715,Part Replaced,DOOR,"Misoperating (component, module)",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Part Replaced,"MOTOR-FAN, CIRCULATION",Noisy,1
151543005039,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
611255093,Part Replaced,USER BOARD,"Cut, broken, split, torn",1
151621007376,Product Installation,NEW APPLIANCE,No problem found,1
151719008281,Explanation for customer  (IFU),NEW APPLIANCE,No problem found,1
151722005025,Product Installation,NEW APPLIANCE,No problem found,1
221614000009,Product Installation,NEW APPLIANCE,No problem found,1
151612002504,Functional check,OTHERS ELECTRICAL,No problem found,1
151536004079,Part Replaced,POWER BOARD,Open circuit,1
151640003767,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
703221072,Product Installation,NEW APPLIANCE,"Misoperating (component, module)",1
151707002603,Part Replaced,COMPRESSOR,"Misoperating (component, module)",1
601120353,Product Installation,NEW APPLIANCE,No problem found,1
704268824,Part Replaced,HANDLE,"Scratched, dented, sharp edges",1
706160625,Product Installation,NEW APPLIANCE,No problem found,1
151449005425,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151628002988,Product Installation,INSTALLATION PROBLEM,Installation fault,1
701120186,Part Replaced,"PANEL, FRONT","Scratched, dented, sharp edges",1
371007700095,Part Replaced,POWER BOARD,Burnt,1
151544008934,Preventive action,CONTROL PANEL,"Incorrect wired, assembled",1
151618007471,Preventive action,USER BOARD,"Incorrect wired, assembled",1
151602001608,Mechanical alignments,USER BOARD,"Bad contact, connection",1
151606091340,Part Replaced,USER BOARD,"Misoperating (component, module)",1
370802700060,Part Replaced,TURNTABLE MOTOR,"Cut, broken, split, torn",1
704180909,Repaired component,THERMOSTAT,"Incorrect wired, assembled",1
141610019189,Functional check,OTHERS ELECTRICAL,No problem found,1
703220126,Product Installation,NEW APPLIANCE,"Misoperating (component, module)",1
221615000006,Product Installation,NEW APPLIANCE,No problem found,1
221,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,"Bad contact, connection",1
611030654,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Cut, broken, split, torn",1
151705006162,Product exchange proposal,"PANEL, FRONT",Deformed,1
704180353,Product Installation,NEW APPLIANCE,No problem found,1
703220533,Part Replaced,TOP,"Misoperating (component, module)",1
151636009105,Part Replaced,THERMOSTAT,"Misoperating (component, module)",1
611081248,Part Replaced,DOOR-GLASS,"Scratched, dented, sharp edges",1
151537002122,Repaired component,"CAP, PUSHBUTTON","Misoperating (component, module)",1
151514004723,Part Replaced,STEP SWITCH,"Misoperating (component, module)",1
151636008454,Repaired component,WIRING,"Incorrect wired, assembled",1
999999999,Preventive action,TERMINAL-BOX / BLOCK,"Incorrect wired, assembled",1
151704006064,Product exchange proposal,CABINET,Deformed,1
371238303971,Part Replaced,"CAP, PUSHBUTTON","Cut, broken, split, torn",1
705059983,Part Replaced,POWER BOARD,Unable to diagnose fault,1
999999999,Preventive action,MICROSWITCH,"Incorrect wired, assembled",1
151624004402,Part Replaced,CONTROL PANEL,"Bad contact, connection",1
151722005205,Product Installation,INSTALLATION PROBLEM,Installation fault,1
151641006690,Product Installation,NEW APPLIANCE,No problem found,1
151703001165,Electrical alignment / wiring / Resolder,PILOT LIGHT / LED,Short circuit,1
704180909,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Scratched, dented, sharp edges",1
Not assigned,Functional check,PERFORMANCE COMPLAINT,No problem found,1
603020482,Repaired component,CROSSMEMBER / CROSSBAR,"Scratched, dented, sharp edges",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151722005190,Part Replaced,DISPLAY,Software problem,1
151643003854,Repaired component,FUSE,Short circuit,1
703220166,Product Installation,NEW APPLIANCE,No problem found,1
151630001768,Product Installation,CONTROL BOARD / SENSOR BOARD,"Blocked, clogged",1
507080925,Product Installation,CABINET,"Loose, off, stripped",1
412260070,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Open circuit,1
603090261,Mechanical alignments,TURNTABLE MOTOR,Unstable,1
999999999,Explanation for customer  (IFU),PERFORMANCE COMPLAINT,Unable to diagnose fault,1
151702002916,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
702018738,Repaired component,CROSSMEMBER / CROSSBAR,"Dirty, clogged",1
151719006390,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
409240271,Functional check,CONTAINERS,"Cut, broken, split, torn",1
151710001808,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Cut, broken, split, torn",1
151714003735,Product exchange proposal,"PANEL, SIDE","Scratched, dented, sharp edges",1
151636008376,Electrical alignment / wiring / Resolder,HEATING ELEMENT (UPPER - GRILL),"Incorrect wired, assembled",1
151638000900,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151722004845,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
151717001129,Mechanical alignments,USER BOARD,"Bad contact, connection",1
151602005369,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
221416000003,Product Installation,DOOR,"Incorrect wired, assembled",1
151641008276,Mechanical alignments,DISPLAY,"Incorrect wired, assembled",1
151603001586,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
370703701530,Part Replaced,HEATING ELEMENT (UPPER - GRILL),Insulation problem,1
704288958,Repaired component,USER BOARD,"Misoperating (component, module)",1
703220671,Repaired component,DOOR LOCK,"Incorrect wired, assembled",1
151724007474,Electrical alignment / wiring / Resolder,GENERATOR,"Bad contact, connection",1
704180352,Part Replaced,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151528007169,Repaired component,OTHERS ELECTRICAL,"Incorrect wired, assembled",1
151719006393,Electrical alignment / wiring / Resolder,CONTROL BOARD / SENSOR BOARD,Deformed,1
151712005608,Repaired component,CONTROL BOARD / SENSOR BOARD,"Loose, off, stripped",1
151723009206,Product Installation,NEW APPLIANCE,No problem found,1
371318701114,Part Replaced,HOOK / DOOR-LATCH,"Misoperating (component, module)",1
151445002762,Functional check,MAINS ON / OFF-SWITCH,"Misoperating (component, module)",1
371024700931,Part Replaced,POWER BOARD,Mechanically misaligned,1
151728006656,Mechanical alignments,"MOTOR-FAN, CIRCULATION","Loose, off, stripped",1
151547002279,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Paint, colour mismatch",1
151703005855,Part Replaced,OTHERS MECHANICAL,"Loose, off, stripped",1
151725006455,Part Replaced,MAGNETRON,"Cut, broken, split, torn",1
151705001879,Product exchange proposal,PERFORMANCE COMPLAINT,Unable to diagnose fault,1
151711005803,Part Replaced,OTHERS MECHANICAL,"Cut, broken, split, torn",1
999999999,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371105700538,Part Replaced,"CAP, PUSHBUTTON",Worn out (or general mechanical defect),1
151716006487,Mechanical alignments,USER BOARD,"Loose, off, stripped",1
610250058,Electrical alignment / wiring / Resolder,MAINS LEAD / CORD,Unable to diagnose fault,1
151706003468,Mechanical alignments,"PANEL, SIDE",Noisy,1
151647001220,Repaired component,OTHERS ELECTRICAL,"Misoperating (component, module)",1
612146685,Preventive action,USER BOARD,"Incorrect wired, assembled",1
611250069,Mechanical alignments,POWER BOARD,"Loose, off, stripped",1
151536005569,Part Replaced,STEP SWITCH,"Bad contact, connection",1
611250199,Maintenance / Cleaning,DOOR / LID,"Dirty, clogged",1
702120378,Preventive action,INSTRUCTION FOR USE,No problem found,1
601190113,Part Replaced,DOOR-GLASS,"Scratched, dented, sharp edges",1
151722004821,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151714001348,Part Replaced,"PANEL, FRONT","Scratched, dented, sharp edges",1
151537001203,Part Replaced,"PANEL, FRONT","Scratched, dented, sharp edges",1
151708003452,Part Replaced,"PANEL, FRONT","Scratched, dented, sharp edges",1
371403700250,Part Replaced,TURNTABLE MOTOR,"Cracked, peeled, melted",1
203012946,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
609280277,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
141540007362,Part Replaced,MAINS LEAD / CORD,"Scratched, dented, sharp edges",1
608180358,Part Replaced,"PANEL, FRONT","Scratched, dented, sharp edges",1
151552003752,Part Replaced,DOOR,"Cut, broken, split, torn",1
371210701593,Part Replaced,DOOR,"Cut, broken, split, torn",1
151546000745,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
705292871,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
601050343,Part Replaced,"FRAME, DOOR-GLASS (OUTER)","Cut, broken, split, torn",1
371149701568,Product exchange proposal,MAGNETRON,Unable to diagnose fault,1
151619003078,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
603020410,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
604050131,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
610200093,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151628006060,Product exchange proposal,CONTAINERS,Unable to diagnose fault,1
151524001650,Product exchange proposal,CONTAINERS,"Cut, broken, split, torn",1
604050139,Product exchange proposal,DOOR,"Cut, broken, split, torn",1
151615005890,Part Replaced,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
151703005909,Product exchange proposal,POWER BOARD,"Incorrect wired, assembled",1
370643701086,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371337009260,Part Replaced,USER BOARD,Worn out (or general mechanical defect),1
141301000010,Part Replaced,POWER BOARD,Short circuit,1
103031344,Part Replaced,MICROSWITCH,Burnt,1
406060277,Mechanical alignments,USER BOARD,"Bad contact, connection",1
702011234,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151705006153,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
702121535,Product exchange proposal,USER BOARD,"Misoperating (component, module)",1
151711006770,Product exchange proposal,CONTAINERS,"Incorrect wired, assembled",1
421631000605,Product Installation,DOOR,Installation fault,1
151715010186,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
371211701279,Product exchange proposal,MAIN MOTOR,"Cut, broken, split, torn",1
151540000238,Part Replaced,CERAMIC / MICA / ASBESTOS-COVER,Burnt,1
408300200,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
221539000002,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
607080120,Product exchange proposal,INSULATION,Worn out (or general mechanical defect),1
703221178,Product exchange proposal,IGNITION - SWITCH,Unable to diagnose fault,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
410150018,Product exchange proposal,POWER BOARD,"Cut, broken, split, torn",1
221532000009,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
371204700699,Product exchange proposal,MAGNETRON,"Incorrect wired, assembled",1
371135305473,Part Replaced,DOOR LOCK,"Scratched, dented, sharp edges",1
410150085,Part Replaced,MAGNETRON,"Cut, broken, split, torn",1
704180857,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Cut, broken, split, torn",1
